id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
22926055,Downtown Group Retreat | Near UT | Hot tub,169758891,Valerie,,78751,30.29483,-97.7203,Entire home/apt,758,1,128,2023-03-03,2.19,23,365,12,
22938571,Modern Blue House on Hip East Side--3 Bed/3.5 Bath,16674651,David,,78702,30.27603,-97.71452,Entire home/apt,621,2,57,2023-03-13,0.93,1,353,12,
22944266,"Downtown Suite near Rainey Street, 6th & Congress",4929310,Ryan,,78701,30.26496,-97.74298,Entire home/apt,462,1,140,2023-02-24,2.28,27,307,25,
22946072,New listing 3BR 2nd-Floor | W/D,1488733,Vacasa Texas,,78703,30.28691,-97.77241,Entire home/apt,198,3,47,2023-02-12,0.77,16,345,13,
22956379,Cozy One Bedroom House on the East Side,170070872,Sarah,,78702,30.27438,-97.71594,Entire home/apt,225,4,1,2018-03-15,0.02,1,0,0,
22967136,N.Lamar: Private Bedroom in Community,8167447,Martin,,78751,30.31841,-97.73091,Private room,45,30,5,2022-08-13,0.09,80,350,2,
22969759,Charming House in the Heart of Hipster Austin,411790,Asher,,78704,30.24481,-97.75144,Entire home/apt,875,2,0,,,1,364,0,
22971555,Modern East Austin Townhome Near Downtown,152181500,Justin,,78702,30.25648,-97.70715,Entire home/apt,314,2,17,2019-11-03,0.28,3,0,0,
22976884,Large 3 bedroom house - walk to UT,31931,Kan,,78722,30.28655,-97.72106,Entire home/apt,900,5,0,,,1,0,0,
22978720,"Room in Condo, s. central Austin, Families Welcome",6031601,Yolotl,,78704,30.23985,-97.76376,Private room,125,1,15,2019-03-11,0.25,1,0,0,
22981232,Treehouse Palace Near UT,10337755,Molly,,78705,30.29589,-97.73182,Entire home/apt,75,2,5,2018-12-29,0.08,1,0,0,
22988207,Great location in south east Austin,11735765,Siiri,,78741,30.24266,-97.7204,Private room,200,1,4,2019-03-10,0.07,1,0,0,
22998537,COOL BUNGALOW FOR SXSW*GREAT NEIGHBORHOOD*CENTRAL,1798447,Matt,,78722,30.29372,-97.7182,Entire home/apt,375,3,1,2018-03-14,0.02,1,0,0,
22999540,Deep in the Heart of Austin 2,92450669,Marianne,,78703,30.28446,-97.75631,Entire home/apt,145,2,99,2023-03-06,1.60,3,65,18,
23001172,Central Austin 2 BR Condo -mins from Downtown,170608043,John,,78756,30.3233,-97.73922,Entire home/apt,118,3,90,2023-03-06,1.51,1,41,21,
23002083,Charming and Unique 1920s Loft,53107574,Zoe,,78705,30.30234,-97.74044,Entire home/apt,122,3,355,2023-02-19,5.70,2,41,45,
23003072,Amazing Luxury in Downtown Austin perfect for SXSW,384732,Andres,,78701,30.26809,-97.74971,Entire home/apt,10000,500,1,2018-03-14,0.02,1,180,0,
23003311,South Austin Jungalow,27741026,Ashley,,78745,30.20563,-97.76496,Entire home/apt,153,31,12,2019-10-07,0.20,1,171,0,
23004166,"Modern Luxury | Pet Friendly | Walk to UT, Este",21099096,Paul,,78702,30.27977,-97.71522,Entire home/apt,385,3,45,2023-03-13,1.55,2,42,29,
23005979,Forest Getaway in the City's Heart,71963,Jess,,78704,30.22881,-97.74679,Entire home/apt,64,3,6,2018-08-01,0.10,1,0,0,
23006316,Private Casita in Bouldin - Walk to SoCo,1424080,Lisa,,78704,30.25355,-97.75681,Entire home/apt,189,4,100,2022-10-17,1.84,3,0,9,
23016687,Recently Remodeled Home - Close to South Congress!,10585849,Ames - Austin Vacay,,78741,30.2228,-97.73412,Entire home/apt,151,1,387,2023-03-09,6.27,10,317,80,
23017669,Amazing Apt in the Heart of SoCo,4888223,Mitun,,78704,30.24782,-97.75083,Entire home/apt,699,4,0,,,1,0,0,
23019627,B-side: Close to everything except the ordinary.,2405754,Sarah Roxie,,78722,30.28858,-97.71418,Entire home/apt,190,3,225,2023-03-05,3.77,1,131,48,
23019704,Windsor Park Gem-51st-Monthly G Fiber-4 days added,425706,Robert,,78723,30.31418,-97.6938,Entire home/apt,157,30,14,2023-01-04,0.23,4,73,5,
23019982,Deep in the Heart of Austin,92450669,Marianne,,78703,30.2822,-97.75824,Entire home/apt,550,30,1,2021-09-04,0.05,3,130,0,
23024175,Cozy Bedroom in a BRAND NEW HOUSE,76542193,Zhantao,,78728,30.4468,-97.6697,Private room,50,1,49,2019-07-21,0.79,1,0,0,
23038138,East Downtown Austin Modern Condo,81560335,Brian,,78702,30.26938,-97.7163,Entire home/apt,129,1,547,2023-03-11,8.89,1,304,149,
23039068,Close to Downtown studio by UT Austin,170967878,Amrin,,78705,30.28778,-97.74773,Entire home/apt,88,1,119,2023-02-25,1.92,2,44,39,
23040806,"Homey, Eco-Conscious Bungalow Near UT",583534,Janet,,78751,30.31317,-97.72351,Entire home/apt,109,28,16,2023-02-05,0.26,3,218,4,
23040898,"Easy East Austin 2brm, modern and convenient, WFH!",36075426,Colleen,,78721,30.25624,-97.68715,Entire home/apt,122,1,157,2023-02-25,2.54,28,60,34,
23054173,Great Home in S. Austin,68735487,Trish,,78748,30.18434,-97.82754,Private room,58,30,0,,,1,70,0,
23059459,Cityscape Cottage in Clarksville neighborhood,171166470,Mark,,78703,30.27542,-97.75413,Entire home/apt,195,2,156,2023-02-04,2.53,2,0,26,
23061634,Eastside retreat,103470283,Michelle,,78723,30.31748,-97.69488,Entire home/apt,175,2,2,2018-03-19,0.03,1,0,0,
23064341,Downtown Condo on 32nd street!,50911110,Anthony,,78705,30.293,-97.72422,Entire home/apt,175,2,13,2018-11-16,0.21,1,0,0,
23072312,Cozy East Austin Room,149442469,Sam,,78702,30.27344,-97.71822,Private room,42,1,106,2020-03-06,1.71,3,0,0,
23078135,Luxurious Austin Condo - 1bed/1bath,100605868,Myka,,78701,30.27212,-97.74793,Entire home/apt,217,2,3,2018-07-20,0.05,8,34,0,
23079589,A little bit country & a little bit rock n' roll.,28476458,Beth,,78736,30.24467,-97.91325,Entire home/apt,42,1,39,2020-03-09,0.63,1,0,0,
23080224,Eastside Guesthouse 2miles to Downtown Austin,37065582,Greg,,78702,30.25642,-97.70033,Entire home/apt,100,2,113,2022-05-22,2.06,1,0,11,
23086278,Luxurious Austin Condo - Studio Deluxe,100605868,Myka,,78701,30.27227,-97.74642,Entire home/apt,163,2,2,2018-04-29,0.03,8,33,0,
23086588,Luxurious Austin Condo - 2bed/2bath,100605868,Myka,,78701,30.27108,-97.7461,Entire home/apt,252,2,2,2022-08-26,0.04,8,5,1,
23088398,Thrifty & functional 1BD Apt near AUS and downtown,36075426,Colleen,,78721,30.25681,-97.68679,Entire home/apt,107,1,162,2023-02-06,2.62,28,82,27,
23088541,Thrifty + functional 1BD Apt near AUS and downtown,36075426,Colleen,,78721,30.25492,-97.68716,Entire home/apt,104,1,115,2022-11-18,1.89,28,87,26,
23088792,Home away from home 2/2+ monthly negotiable,59764641,Michele,,78703,30.30313,-97.7531,Entire home/apt,200,30,6,2019-05-04,0.10,2,139,0,
23090187,"Peaceful, Private X-Large Suite Near UT",63883209,Alcyr,,78705,30.29734,-97.73959,Private room,149,2,66,2022-11-13,1.07,2,46,7,
23090195,2BR Downtown Austin Condo in the Heart of SXSW,171481588,Rachel,,78701,30.27471,-97.75097,Entire home/apt,213,2,211,2023-02-25,3.46,1,28,31,
23091683,Backyard Garden Guest Suite,18487212,Kristen,,78702,30.27898,-97.70765,Entire home/apt,126,2,222,2023-03-13,3.58,1,23,48,
23102061,Mueller Park-facing Comfort,2139025,Gwen,,78723,30.2946,-97.69634,Entire home/apt,249,14,2,2018-03-18,0.03,1,0,0,
23102600,Spacious Studio Deluxe in Downtown Wyndham Resort,2287693,Elisabeth,,78701,30.27168,-97.74713,Entire home/apt,300,2,4,2023-03-14,0.07,2,0,2,
23104785,"Near Downtown 3 bedrooms, Modern,  Ping Pong",4865919,Ben,,78702,30.27749,-97.7137,Entire home/apt,522,3,13,2020-02-19,0.21,1,84,0,
23106397,Luxurious Austin Condo - Studio Deluxe,100605868,Myka,,78701,30.27093,-97.74803,Entire home/apt,163,2,11,2022-06-04,0.18,8,33,1,
23107704,Luxurious Austin Condo - 1 bed/1bath,100605868,Myka,,78701,30.2707,-97.7476,Entire home/apt,217,2,1,2018-03-22,0.02,8,34,0,
23112137,Spacious Condo in West Campus Near UT & Downtown,61840444,Muhammad,,78705,30.29151,-97.74447,Private room,70,5,0,,,1,0,0,
23119244,4/5 bedroom house in Clarkesville,14710076,Sally,,78703,30.27663,-97.75625,Entire home/apt,1143,2,2,2020-06-28,0.04,2,222,0,
23120071,Modern Eastside Home + Rooftop Deck - Valerie!,118565935,Renters Club,,78702,30.26249,-97.72132,Entire home/apt,877,2,102,2023-02-26,1.66,77,333,12,
23121094,Luxurious Austin Condo - Studio Deluxe,100605868,Myka,,78701,30.27053,-97.74595,Entire home/apt,163,2,2,2018-02-15,0.03,8,33,0,
23121260,Hudson Bend Ranch - Sunrise Casita,71296881,Steven,,78734,30.41964,-97.93771,Entire home/apt,129,3,149,2023-02-19,2.44,5,78,15,
23121514,East Austin Sunny Bungalow,70719103,Catherine,,78702,30.27249,-97.71821,Entire home/apt,400,2,4,2019-10-13,0.09,1,0,0,
23122022,Luxurious Austin Condo - Studio Deluxe,100605868,Myka,,78701,30.27237,-97.74796,Entire home/apt,163,2,2,2018-04-29,0.03,8,33,0,
23124821,The Craftsman On Pecan Springs!,22882417,Dane & Ryan,,78723,30.29473,-97.68294,Entire home/apt,435,2,58,2023-03-12,0.95,1,134,24,
23128066,Charming Carriage House in Historic Hyde Park,1488733,Vacasa Texas,,78751,30.30513,-97.72579,Entire home/apt,98,1,212,2023-02-20,3.46,16,356,19,
23128829,"East Side Dream - sleeps up to 8, plus nursery",27137560,Doug,,78723,30.31049,-97.68751,Entire home/apt,621,2,25,2022-06-06,0.44,1,33,3,
23128872,Cozy Condo in Central Austin Close to UT/Hospitals,36968694,Bernard,,78705,30.29993,-97.74112,Entire home/apt,149,2,95,2023-02-27,1.55,2,81,21,
23130111,The Paris room in East Central Mueller home,28463450,Erin,,78723,30.29037,-97.69992,Private room,50,30,4,2023-03-13,0.25,2,180,3,
23139378,SXSW Modern Home 5 Min to Downtown w/Pool & Spa,13239340,Tye,,78704,30.25095,-97.75773,Entire home/apt,778,3,11,2023-03-15,0.18,1,52,2,
23142270,cute and cozy bohemian bungalow,551002,Angela,,78704,30.22471,-97.75705,Entire home/apt,220,2,0,,,1,0,0,
23147131,"Hyde Park, Austin Single Bedroom",146653111,David,,78751,30.30921,-97.72857,Entire home/apt,60,1,14,2018-03-19,0.23,1,0,0,
23149538,Cool east side space,5657379,Robert,,78702,30.25593,-97.73274,Entire home/apt,153,3,0,,,1,0,0,
23150008,Cozy 2 Bedroom Getaway for Friends or Couples,172066979,Juliet,,78752,30.34215,-97.70861,Entire home/apt,110,30,113,2021-06-13,1.85,1,0,0,
23165714,"Master bedroom w private bathroom, near Rainey St!",283476,Curtis,,78702,30.25247,-97.72755,Private room,85,2,19,2020-02-16,0.31,2,0,0,
23166561,"Cozy new modern home, near Rainey St/Conv. Center",283476,Curtis,,78702,30.25392,-97.72831,Entire home/apt,98,2,34,2020-03-10,0.55,2,0,0,
23166868,Breathtaking Views with Private Pool - Paisley Place,118565935,Renters Club,,78736,30.28504,-97.91694,Entire home/apt,1323,3,70,2023-02-12,1.19,77,265,6,
23167887,Private Room in Central East Austin,5634461,Maryan,,78721,30.28297,-97.68577,Private room,72,1,51,2023-03-09,0.83,1,111,16,
23171756,A Touch of Zen in the Heart of Austin,21607195,Pixie,,78704,30.23313,-97.78102,Private room,499,1,17,2020-02-10,0.27,6,214,0,
23189217,Beautiful Domain apartment,112712289,James,,78758,30.39685,-97.7215,Entire home/apt,100,3,2,2018-03-18,0.03,1,0,0,
23189645,Cozy townhouse minutes from downtown,172419002,Lacey,,78741,30.23182,-97.71303,Entire home/apt,65,2,4,2018-03-18,0.07,1,0,0,
23189786,Hilltop Home with Views of the City,102904237,Chuck,,78724,30.28349,-97.64477,Entire home/apt,750,2,0,,,1,0,0,
23206578,Live Like a Local in Austin's Famous 78704,1805541,Jane,,78704,30.25448,-97.75413,Entire home/apt,85,20,7,2022-09-29,0.11,1,129,2,
23214618,33rd St Private Bedroom in Shared House,121880470,Cooper D,,78705,30.30022,-97.73875,Private room,40,1,1,2018-02-19,0.02,1,0,0,
23216551,Wild Basin sanctuary - Unit A,58780573,Jackie,,78746,30.30643,-97.79678,Entire home/apt,192,2,79,2023-03-11,1.29,1,313,44,
23217336,North Austin Apartment - close to Domain,152768043,Merideth,,78717,30.48528,-97.77172,Entire home/apt,50,1,0,,,1,0,0,
23222356,Private Guesthouse fully equipped/Close to Domain,75472193,Kisling,,78758,30.38318,-97.69757,Entire home/apt,200,2,20,2022-10-24,0.33,1,179,2,
23230125,Cozy Room,49424048,(Email hidden by Airbnb),,78745,30.20294,-97.80487,Private room,50,1,25,2023-01-31,0.41,3,82,9,
23231236,Room 2 in BRAND NEW HOUSE NEAR PARMER & I-35,12732024,Daniel G,,78754,30.36078,-97.64393,Private room,56,2,25,2022-05-09,0.40,2,78,4,
23231595,Room 1 in BRAND NEW HOME NEAR PARMER & I-35,12732024,Daniel G,,78754,30.36099,-97.64348,Private room,56,2,88,2022-04-09,1.44,2,74,1,
23234867,"Welcome to ""Vera Lynn"" - Our East Austin Home!",56278086,Kris,,78741,30.23733,-97.69497,Entire home/apt,150,2,7,2018-10-16,0.11,1,0,0,
23238849,Neon Cool with Pool Clarksville by DT*FREE PARKING,12789161,CP + Rachel,,78703,30.27443,-97.76134,Entire home/apt,302,2,256,2023-02-13,4.32,2,306,29,
23240221,Downtown High-Rise Condo for SXSW,172952232,Mary,,78703,30.26816,-97.75382,Entire home/apt,600,14,0,,,1,0,0,
23240971,the tiny house,165841325,Cayce,,78702,30.25552,-97.71469,Entire home/apt,174,5,1,2022-01-31,0.07,1,179,0,
23247128,Studio in South Austin,80245952,Josh,,78749,30.22945,-97.83489,Entire home/apt,110,1,41,2018-06-24,0.66,1,0,0,
23251666,Calming Japanese Style Suite in the Heart of Austin,21607195,Pixie,,78704,30.23287,-97.78073,Private room,499,1,8,2019-11-03,0.13,6,214,0,
23254599,Charming Sunny Bungalow - Monthly Stays!,8997432,Linda,,78752,30.33111,-97.71678,Entire home/apt,124,30,16,2023-01-01,0.29,1,129,3,
23256690,East Austin - Coriander House,1628267,Michael,,78741,30.2252,-97.68943,Entire home/apt,450,3,6,2022-10-24,0.10,1,0,1,
23257141,Cactus Bloom Apt Walk to Barton Springs,6867190,Mary,,78704,30.25664,-97.77787,Entire home/apt,155,1,238,2023-03-13,3.85,2,126,55,
23257468,"Custom Modern home in ATX, close to everything!",170352261,Jackie,,78739,30.20794,-97.88905,Entire home/apt,256,3,32,2022-11-27,0.53,2,147,17,
23258461,Casa Cometa nestled in East Austin.,18365489,Martha,,78721,30.27837,-97.69032,Private room,63,1,264,2020-03-16,4.29,1,83,0,
23268837,Casa de Thomas,3829682,Tom,,78702,30.25651,-97.70655,Entire home/apt,250,3,0,,,1,0,0,
23269502,2BD East Austin Apt. Available for SXSW,146044512,William,,78722,30.28318,-97.71767,Entire home/apt,300,5,0,,,1,0,0,
23270885,SoCo Room - 10 minute walk from downtown,15077280,Gary,,78704,30.25315,-97.74712,Private room,36,5,4,2018-05-13,0.07,1,0,0,
23273225,Travis Heights Bungalow,12588919,Lesia,,78704,30.23949,-97.74209,Entire home/apt,499,4,2,2018-03-18,0.03,1,0,0,
23273327,Mid Century Modern in South Central Austin,2731214,Dave And Carye,,78745,30.21808,-97.79441,Entire home/apt,156,2,113,2022-11-13,1.83,1,64,21,
23273555,SXSW West Campus Apartment. Sleeps up to 6,45756354,Alex,,78705,30.29156,-97.74718,Entire home/apt,100,4,1,2018-03-18,0.02,1,0,0,
23274995,Small but Mighty Studio!,5135541,Chad,,78723,30.31647,-97.69374,Entire home/apt,65,30,94,2022-11-26,1.53,1,109,3,
23275431,Close to Downtown - 2/2.5 House in Mueller,33175125,Alyssa,,78723,30.29199,-97.69453,Entire home/apt,152,2,2,2018-09-16,0.03,1,0,0,
23285176,Mid Century Modern Bungalow,173344001,Jess,,78723,30.30157,-97.68897,Entire home/apt,300,2,0,,,1,0,0,
23288039,North Austin luxury apartment,41213443,Caulen,,78759,30.40385,-97.74301,Entire home/apt,170,2,0,,,1,0,0,
23288490,Cheerful Home close to Downtown,173372364,Mike,,78704,30.24245,-97.75653,Entire home/apt,436,2,81,2023-03-05,1.32,1,94,10,
23288777,Nature Lovers retreat near Park and Lake Austin!,27689809,Leslie,,78733,30.3381,-97.8827,Private room,71,1,0,,,1,0,0,
23292771,Private efficiency with relaxing patio.,173414462,Jennifer,,78724,30.28357,-97.6451,Entire home/apt,90,30,68,2022-10-24,1.11,1,76,2,
23292892,Modern Eastside Condo,7797081,Laura,,78723,30.28876,-97.70638,Entire home/apt,200,3,2,2018-07-16,0.03,1,0,0,
23293607,"3 Story Home, Downtown Views, Minutes to Rainey St",138398089,GuestSpaces,,78702,30.27346,-97.7267,Entire home/apt,440,2,80,2023-02-26,1.31,34,353,14,
23294641,"One bedroom Condo near riverside, 35 and downtown",30212002,Xiuting,,78741,30.23295,-97.73365,Entire home/apt,71,35,10,2022-10-01,0.18,1,166,4,
23302655,Cozy Condo in Crestview,9148384,Kristina,,78757,30.34526,-97.73595,Entire home/apt,93,1,6,2018-06-24,0.10,1,0,0,
23304367,Bright East Riverside Space Super Close to South Congress,10585849,Ames - Austin Vacay,,78741,30.22246,-97.73646,Entire home/apt,121,1,428,2023-03-08,7.09,10,302,87,
23304839,• Beautiful Blue East Side Bungalow *with Pool* •,39806795,Alison,,78721,30.27196,-97.68144,Entire home/apt,480,3,10,2021-10-25,0.17,1,0,0,
23306982,Mordern East Austin Home - Great For Couples!,6724024,Vincent,,78702,30.26348,-97.71068,Entire home/apt,133,30,75,2022-11-03,1.31,2,134,4,
23319078,Spacious apt in the heart of SOCO,68846516,Casey,,78704,30.25332,-97.74709,Entire home/apt,115,2,2,2018-08-12,0.03,1,0,0,
23320047,CUTE 2/1 ENTIRE EAST AUSTIN HOUSE!,8872441,Sophie & Grace,,78702,30.26976,-97.69893,Entire home/apt,115,1,15,2018-05-06,0.25,1,0,0,
23320176,Tranquil and Art Filled Private Guesthouse,61291922,Lucy,,78704,30.23604,-97.76024,Entire home/apt,195,2,215,2023-03-10,3.51,1,302,53,
23326053,Thrifty & Private 2BD |Kitchen|fast WIFI|East ATX!,36075426,Colleen,,78721,30.25522,-97.68709,Entire home/apt,109,1,172,2022-12-08,2.82,28,81,34,
23326070,Renovated  Eastside Studio near airport & downtown,36075426,Colleen,,78721,30.25638,-97.68701,Entire home/apt,92,1,162,2023-02-07,2.64,28,85,25,
23326212,Fully sanitized private Eastside 2brm with kitchen,36075426,Colleen,,78721,30.25672,-97.68689,Entire home/apt,100,1,192,2023-02-26,3.12,28,71,27,
23326905,Modern Industrial Hideaway.,2267961,Jesse,,78702,30.27603,-97.71742,Entire home/apt,311,3,26,2022-06-12,0.43,2,362,3,
23328526,Friendly NorthEastCentral near Mueller 10 minDT,93353365,Angela,,78723,30.31481,-97.68106,Entire home/apt,200,5,1,2018-03-17,0.02,1,0,0,
23328949,"Private room in West Campus, near downtown Austin",14342275,Natasha,,78705,30.29071,-97.74659,Private room,75,1,2,2021-10-10,0.03,1,0,0,
23329976,Your Austin Homebase,652215,Kelly,,78741,30.2344,-97.72931,Entire home/apt,222,6,42,2022-12-04,0.69,1,226,7,
23341483,Downtown Modern Apartment,72392362,Jr,,78702,30.26851,-97.73155,Entire home/apt,800,2,41,2022-11-02,0.67,1,74,3,
23342054,Casa Nopalito,109706533,Karina,,78705,30.29842,-97.73456,Entire home/apt,50,1,80,2021-02-01,1.31,1,0,0,
23354236,Perfect SXSW HQ For Your Group,46574396,Matthew,,78722,30.28364,-97.71561,Entire home/apt,130,1,2,2018-03-14,0.03,1,0,0,
23354827,Studio 15,61824187,UncleB,,78745,30.20852,-97.8159,Entire home/apt,74,10,45,2019-03-15,0.73,2,0,0,
23355201,"Walk/Bike to Q2, Brew Pubs, The Domain, & Karaoke",174025580,Brandon,,78758,30.39705,-97.70589,Entire home/apt,182,1,10,2022-07-24,0.21,1,267,1,
23355247,"Unique, Modern SXSW Retreat",25513049,Zach,,78702,30.27833,-97.70569,Entire home/apt,275,2,3,2019-03-14,0.05,1,0,0,
23357396,Cozy 1 bdrm House in Zilker Neighborhood,174049998,Lauren,,78704,30.25181,-97.77131,Entire home/apt,150,3,1,2018-03-17,0.02,1,0,0,
23361777,"Casa Comfy Hideaway Room, 20ish Min Dwntwn #1",138039665,Jamie,,78747,30.15738,-97.74861,Private room,28,28,45,2020-04-30,0.73,2,0,0,
23372880,1 Bedroom in desirable Travis Heights neighborhood,71974749,Tucker,,78704,30.24011,-97.73844,Entire home/apt,140,1,1,2018-03-11,0.02,1,0,0,
23374044,Perfect Two-Story for Large Family or Groups!,29960447,Lydia,,78728,30.45232,-97.68809,Entire home/apt,155,3,2,2018-03-18,0.03,1,0,0,
23374656,The Mariposa | ATX Retro Rendezvous by Lodgewell,15782486,Lodgewell,,78704,30.23882484436035,-97.74190521240234,Entire home/apt,181,1,115,2023-02-26,1.88,48,159,12,
23375683,"Vibrant, Modern Guesthouse in the Heart of the City",17128229,Clay,,78704,30.25751,-97.7553,Entire home/apt,538,2,49,2023-03-13,0.80,2,211,15,
23388810,Cozy one-bedroom in Perfect Location for SXSW,17574227,Taniel,,78705,30.29817,-97.74128,Entire home/apt,175,2,1,2018-03-13,0.02,1,0,0,
23392843,"Beautiful Ranch-Style Home, close to downtown!",39539163,Miriam,,78752,30.33246,-97.71101,Entire home/apt,385,3,1,2018-03-18,0.02,1,0,0,
23394163,Perfect last minute SXSW spot,34206802,Danielle,,78702,30.26515,-97.73146,Entire home/apt,400,1,1,2018-03-02,0.02,1,0,0,
23394182,★ Modern Spacious Guest Suite in Central Austin ★,27795608,Sara,,78731,30.31041,-97.74986,Entire home/apt,233,2,108,2023-02-23,1.77,5,195,26,
23394896,Airy Luxe and Modern Austin Hideaway Off South First / SoCo,1539576,Stephen,,78704,30.23319,-97.76918,Entire home/apt,400,30,25,2022-03-11,0.41,2,164,0,
23397304,Quiet bedroom for 1 or 2 people in South Austin,138987897,Janet,,78748,30.18457,-97.81353,Private room,50,2,34,2022-11-13,0.56,1,87,8,
23399267,Perfect for SXSW DT stay with 2 too 6 friends,67794598,Tim,,78703,30.28888,-97.77104,Entire home/apt,300,4,1,2018-03-19,0.02,1,0,0,
23399896,Modern East Austin Home,60439725,Cayley,,78702,30.27903,-97.70552,Entire home/apt,138,2,3,2018-04-01,0.05,1,0,0,
23400546,South Austin 5BR 3BA+Guest House 10 min airport/Dt,9028408,Tony,,78745,30.21904,-97.77574,Entire home/apt,399,2,94,2022-10-17,1.53,4,255,14,
23401457,Bright/Comfortable/Convenient East Austin,83939831,Nina,,78702,30.25975,-97.72322,Entire home/apt,200,3,2,2018-03-18,0.03,1,0,0,
23402616,Beautiful private room in Austin,25118670,Coraly,,78724,30.29262,-97.64138,Private room,55,2,0,,,1,0,0,
23412318,Your Dream Home in Central Austin!,29989148,Jennifer,,78703,30.29316,-97.77225,Entire home/apt,750,4,4,2022-10-17,0.08,1,255,2,
23412671,Suite in updated townhome,154173941,Joyce,,78752,30.32383,-97.68183,Entire home/apt,123,14,35,2023-01-21,0.71,1,84,4,
23414362,Private Room and bathroom 4 miles from Downtown,167970063,Joseph,,78741,30.23695,-97.71352,Private room,35,2,9,2019-03-17,0.15,1,0,0,
23416106,3BD Modern home off South Congress,9127955,Paul,,78704,30.24554,-97.75691,Entire home/apt,500,3,0,,,1,0,0,
23420686,"Minutes to downtown, Q2 Stadium & The Domain",62254282,Julie,,78758,30.3791,-97.69156,Entire home/apt,173,1,226,2023-02-26,3.69,2,77,47,
23433198,Cozy room near the Domain - start here for SXSW!,3240668,Susan,,78727,30.42603,-97.70944,Private room,40,3,0,,,1,0,0,
23434138,Cute private bed & bath in South Austin,22329451,Emily,,78745,30.20351,-97.7934,Private room,60,1,2,2018-03-17,0.03,1,0,0,
23438631,Paw-radise!,44671424,Julie,,78704,30.23107,-97.7778,Private room,34,1,6,2018-04-08,0.10,1,0,0,
23440099,Elegant Arty BR - Great area. Walk to coffee!,3743639,Amy,,78723,30.31391,-97.69302,Private room,68,3,3,2019-03-17,0.05,2,0,0,
23449881,Good Night Sleep ★ Scenic BR in Gorgeous New Home,39398130,Heather & Tony,,78753,30.39195,-97.64805,Private room,69,1,73,2023-02-23,1.20,2,125,11,
23450627,Suite Spot Main House,2595932,Amber,,78704,30.25994,-97.76175,Entire home/apt,471,3,3,2022-10-17,0.05,2,75,1,
23452161,Little Yellow East Austin Casita,33610882,Irma,,78702,30.2591,-97.71801,Entire home/apt,183,2,140,2023-02-28,2.32,1,330,32,
23453831,Hyde Park Perfection,20581308,Olivia,,78751,30.30747,-97.7162,Entire home/apt,205,3,2,2018-03-13,0.03,1,0,0,
23454430,Chill living room space,52657063,Brian,,78721,30.26155,-97.68564,Shared room,35,1,2,2018-03-18,0.03,3,0,0,
23454587,Modern downtown condo. Experience Austin w/ style,174991845,Aj,,78701,30.26787,-97.75115,Entire home/apt,500,2,0,,,1,0,0,
23455191,Artist cottage oasis,18569059,Alexa,,78721,30.28144,-97.69718,Entire home/apt,192,2,0,,,2,5,0,
23456152,"Lakeside Casita Azul in East Austin, Near Downtown",4250575,Colombina,,78702,30.25285,-97.72649,Entire home/apt,199,2,57,2020-03-10,0.93,1,0,0,
23462794,"Modern, Hip East Austin Home!",26029087,Michael,,78702,30.277637481689453,-97.71195220947266,Entire home/apt,689,1,11,2023-03-12,0.26,1,244,8,
23463649,Apartment with great location!,175093024,Heather,,78738,30.3247,-97.95662,Entire home/apt,140,2,6,2018-05-28,0.10,1,0,0,
23468465,Extraordinary East Austin Retreat with Sauna and Cold Plunge,235896,Julie,,78702,30.26747,-97.71894,Entire home/apt,274,1,383,2023-02-24,6.24,1,55,78,
23468860,"Affordable, spacious loft apartment East Riverside",2343684,Clare,,78741,30.22751,-97.73668,Entire home/apt,54,1,9,2019-01-05,0.15,1,0,0,
23481721,"Near DT! Lake Front 3BD, perfect for SXSW",1832472,Jessica,,78741,30.24409,-97.72317,Entire home/apt,350,2,0,,,2,0,0,
23481891,No Cleaning Fee! 15 mins to downtown and airport!,175296453,Tracy,,78723,30.28821,-97.67351,Entire home/apt,120,1,374,2023-03-01,6.10,1,63,99,
23482771,SoCo Modern Retreat: 1 block to everything Austin!,141784596,Julie,,78704,30.24872,-97.74654,Entire home/apt,250,2,3,2018-10-21,0.05,1,0,0,
23484663,Downtown upscale condo in heart of CBD,25074431,Matt,,78701,30.26977,-97.74207,Entire home/apt,135,30,9,2022-03-12,0.15,1,289,0,
23494517,Airy Attic Room in a New East Side Bungalow,1121114,Christina,,78702,30.27977,-97.71999,Private room,99,1,46,2019-09-08,0.76,1,0,0,
23496157,Private and Hip Centrally Located East Austin Guesthouse,1658082,Carter & Juli,,78702,30.27449,-97.7155,Entire home/apt,186,4,282,2023-02-16,4.63,1,56,39,
23504585,Joy and Ease in a Zen Inspired Home in Central Austin,21607195,Pixie,,78704,30.23323,-97.78081,Entire home/apt,699,30,75,2022-05-25,1.22,6,214,4,
23505794,Modern Studio in the Heart of East Austin,3489013,Natasha,,78702,30.26218,-97.71906,Entire home/apt,155,1,529,2023-03-01,8.63,1,110,120,
23508477,"Private room in a modern home, quick drive to DT!",52255449,Panithan,,78753,30.39196,-97.64668,Private room,65,2,4,2018-05-07,0.07,1,0,0,
